Tipo Muert.,Zona,Subzona,Distrito,Circuito,Cod. Subcircu,Subcircuito,Provincia,código de provincia,Cantón,código de cantón,Coord. Y,Coord. X,Coord. Y Rev,Coord. X Rev,Area del Hecho,Lugar,Tipo Lugar,Fecha Infracción,Hora Infracción,Arma,Tipo Arma,Presun. Motiva.,Presun. Motiva. Obser,Probable Causa M.,Edad,Med. Edad,Sexo,Género,Etnia,Estado Civil,Nacionalidad,Discapacidad,Prof Reg Civ,Antecedentes,Anio_i,Mes_i,Hora,Rango Edad
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,ESTEROS,09D02C01S01,ESTEROS 1,GUAYAS,9,GUAYAQUIL,901,-2.26041,-79.90251,-2.26041,-79.90251,URBANO,VIA PUBLICA,PUBLICO,2023-06-30,20:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,junio,20,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,UNION DE BANANEROS,09D01C02S01,UNION DE BANANEROS 1,GUAYAS,9,GUAYAQUIL,901,-2.26742,-79.88797,-2.26742,-79.88797,URBANO,VIA PUBLICA,PUBLICO,2023-06-30,22:30:00,ARMA DE FUEGO,FUSIL               ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,NO,2023,junio,22,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,7 LAGOS,09D01C04S03,7 LAGOS 3,GUAYAS,9,GUAYAQUIL,901,-2.24706,-79.88466,-2.24706,-79.88466,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,04:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,4,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S01,FORTIN 1,GUAYAS,9,GUAYAQUIL,901,-2.11377,-79.94834,-2.11377,-79.94834,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,11:50:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH.TEC.COMER-ADMI.,NO,2023,julio,11,32-42
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S01,FLOR DE BASTION 1,GUAYAS,9,GUAYAQUIL,901,-2.08914,-79.95682,-2.08914,-79.95682,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,02:00:00,ARMA BLANCA,MACHETE             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA BLANCA,0,A,MUJER,MASCULINO,OTROS,SOLTERO,OTROS,NINGUNA,ESTUDIANTE,NO,2023,julio,2,0
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S04,GUASMO 4,GUAYAS,9,GUAYAQUIL,901,-2.27173,-79.90178,-2.27173,-79.90178,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,19:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,47,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,19,46-50
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S04,GUASMO 4,GUAYAS,9,GUAYAQUIL,901,-2.27173,-79.90178,-2.27173,-79.90178,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,19:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,19,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S04,GUASMO 4,GUAYAS,9,GUAYAQUIL,901,-2.27173,-79.90178,-2.27173,-79.90178,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,19:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,19,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S04,GUASMO 4,GUAYAS,9,GUAYAQUIL,901,-2.27173,-79.90178,-2.27173,-79.90178,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,19:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,19,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S04,GUASMO 4,GUAYAS,9,GUAYAQUIL,901,-2.27173,-79.90178,-2.27173,-79.90178,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,19:10:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,-1,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,19,mayor a 62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MAPASINGUE,09D06C06S01,MAPASINGUE 1,GUAYAS,9,GUAYAQUIL,901,-2.15907,-79.93523,-2.15907,-79.93523,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,23:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,NO,2023,julio,23,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S04,CISNE 4,GUAYAS,9,GUAYAQUIL,901,-2.22206,-79.92295,-2.22206,-79.92295,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,22:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,40,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,NO,2023,julio,22,32-42
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S04,CISNE 4,GUAYAS,9,GUAYAQUIL,901,-2.22206,-79.92295,-2.22206,-79.92295,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,22:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,OTROS,SOLTERO,ECUADOR,NINGUNA,BACHILLER,NO,2023,julio,22,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CHALA,09D04C02S01,CHALA 1,GUAYAS,9,GUAYAQUIL,901,-2.2069,-79.91851,-2.2069,-79.91851,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,22:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,60,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,22,58-62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CHALA,09D04C02S01,CHALA 1,GUAYAS,9,GUAYAQUIL,901,-2.2069,-79.91851,-2.2069,-79.91851,URBANO,VIA PUBLICA,PUBLICO,2023-07-01,22:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,22,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.2252,-79.91228,-2.2252,-79.91228,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,01:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,46,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,NO,2023,julio,1,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.2252,-79.91228,-2.2252,-79.91228,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,01:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,1,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.2252,-79.91228,-2.2252,-79.91228,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,01:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,LAS PERMI.POR.LA.LEY,SI,2023,julio,1,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S01,NUEVO GUAYAQUIL 1,GUAYAS,9,GUAYAQUIL,901,-2.11102,-79.97805,-2.11102,-79.97805,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,21:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,BACHILL. EN CIENCIAS,NO,2023,julio,21,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.23,-80.08548,-2.23,-80.08548,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,MUJER,FEMENINO,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,3,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,GUAYAS,9,GUAYAQUIL,901,-2.20772,-79.92153,-2.20772,-79.92153,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,23:18:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,23,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,GUAYAS,9,GUAYAQUIL,901,-2.20772,-79.92153,-2.20772,-79.92153,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,23:18:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,30,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,23,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.23,-80.08548,-2.23,-80.08548,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,-1,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,OTROS,NINGUNA,AGENTE DE SEGURIDAD,SI,2023,julio,3,mayor a 62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.23,-80.08548,-2.23,-80.08548,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,-1,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,3,mayor a 62
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,GUAYAS,9,GUAYAQUIL,901,-2.0523,-79.94375,-2.0523,-79.94375,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,2023-07-02,22:00:00,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,LINCHAMIENTO,HERIDAS CONTUSAS,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,22,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.2252,-79.91228,-2.2252,-79.91228,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,01:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,1,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,GUAYAS,9,GUAYAQUIL,901,-2.20772,-79.92153,-2.20772,-79.92153,URBANO,VIA PUBLICA,PUBLICO,2023-07-02,23:18:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,8,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NO,2023,julio,23,6-10
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S01,GUASMO 1,GUAYAS,9,GUAYAQUIL,901,-2.27815,-79.87641,-2.27815,-79.87641,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,07:45:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,BACHILLER,NO,2023,julio,7,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S01,TRINITARIA NORTE 1,GUAYAS,9,GUAYAQUIL,901,-2.23505,-79.91679,-2.23505,-79.91679,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,13:15:00,ARMA DE FUEGO,PISTOLA             ,VIOLENCIA COMUNITARIA,DEUDAS,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,NEGOCIO PROPIO,NO,2023,julio,13,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S01,JUAN MONTALVO 1,GUAYAS,9,GUAYAQUIL,901,-2.13044,-79.92231,-2.13044,-79.92231,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,22:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,66,A,HOMBRE,MASCULINO,MONTUBIO/A,SOLTERO,ECUADOR,NINGUNA,JORNALERO,NO,2023,julio,22,mayor a 62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S01,PASCUALES 1,GUAYAS,9,GUAYAQUIL,901,-2.07707,-79.93352,-2.07707,-79.93352,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,21:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,21,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S02,FLORIDA 2,GUAYAS,9,GUAYAQUIL,901,-2.12508,-79.93772,-2.12508,-79.93772,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,01:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,1,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S06,FLOR DE BASTION 6,GUAYAS,9,GUAYAQUIL,901,-2.09203,-79.973,-2.09203,-79.973,URBANO,VIA PUBLICA,PUBLICO,2023-07-03,15:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NO,2023,julio,15,18-22
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,MUCHO LOTE,09D07C04S01,MUCHO LOTE 1,GUAYAS,9,GUAYAQUIL,901,-2.09164,-79.91814,-2.09164,-79.91814,URBANO,CASA/VILLA,PRIVADO,2023-07-04,00:30:00,ARMA BLANCA,CUCHILLO            ,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA BLANCA,23,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,NO,2023,julio,0,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S07,FLOR DE BASTION 7,GUAYAS,9,GUAYAQUIL,901,-2.09356,-79.96789,-2.09356,-79.96789,URBANO,VIA PUBLICA,PUBLICO,2023-07-04,20:30:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,NO,2023,julio,20,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,BATALLON DEL SUBURBIO,09D04C05S03,BATALLON DEL SUBURBIO 3,GUAYAS,9,GUAYAQUIL,901,-2.21036,-79.93621,-2.21036,-79.93621,URBANO,VIA PUBLICA,PUBLICO,2023-07-04,20:30:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,46,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,20,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,9,GUAYAQUIL,901,-2.12993,-79.96917,-2.12993,-79.96917,URBANO,VIA PUBLICA,PUBLICO,2023-07-04,21:40:00,ARMA CONTUNDENTE,OBJETO CONTUSO,DELINCUENCIA COMUN,AMENAZA,HERIDAS CONTUSAS,15,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NO,2023,julio,21,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,MONTE BELLO,09D07C01S03,MONTE BELLO 3,GUAYAS,9,GUAYAQUIL,901,-2.09574,-79.93636,-2.09574,-79.93636,URBANO,VIA PUBLICA,PUBLICO,2023-07-04,14:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,14,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S06,JUAN MONTALVO 6,GUAYAS,9,GUAYAQUIL,901,-2.11916,-79.92452,-2.11916,-79.92452,URBANO,VIA PUBLICA,PUBLICO,2023-07-05,17:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,17,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,ESTEROS,09D02C01S02,ESTEROS 2,GUAYAS,9,GUAYAQUIL,901,-2.25174,-79.90057,-2.25174,-79.90057,URBANO,VIA PUBLICA,PUBLICO,2023-07-05,17:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NO,2023,julio,17,14-18
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,CEIBOS,LOS CEIBOS,09D09C01S02,LOS CEIBOS 2,GUAYAS,9,GUAYAQUIL,901,-2.13869,-79.94679,-2.13869,-79.94679,URBANO,QUEBRADAS,PUBLICO,2023-07-05,02:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,HERIDAS CONTUSAS,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,2,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25497,-79.8938,-2.25497,-79.8938,URBANO,INTERIOR DE VEHICULO PARTICULAR,PRIVADO,2023-07-06,00:05:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,0,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25497,-79.8938,-2.25497,-79.8938,URBANO,INTERIOR DE VEHICULO PARTICULAR,PRIVADO,2023-07-06,00:05:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,EMPLEADO,NO,2023,julio,0,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,GUAYAS,9,GUAYAQUIL,901,-2.06253,-79.96492,-2.06253,-79.96492,URBANO,TERRENO BALDIO,PUBLICO,2023-07-06,11:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,11,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAI,09D08C05S08,MONTE SINAI 8,GUAYAS,9,GUAYAQUIL,901,-2.13003,-79.99504,-2.13003,-79.99504,URBANO,VIA PUBLICA,PUBLICO,2023-07-06,17:10:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,17,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S03,MALVINAS SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.23524,-79.90797,-2.23524,-79.90797,URBANO,VIA PUBLICA,PUBLICO,2023-07-06,18:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,julio,18,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S01,FORTIN 1,GUAYAS,9,GUAYAQUIL,901,-2.11374,-79.94855,-2.11374,-79.94855,URBANO,VIA PUBLICA,PUBLICO,2023-07-06,18:22:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,julio,18,26-30
