Tipo Muert.,Zona,Subzona,Distrito,Circuito,Cod. Subcircu,Subcircuito,Provincia,código de provincia,Cantón,código de cantón,Coord. Y,Coord. X,Coord. Y Rev,Coord. X Rev,Area del Hecho,Lugar,Tipo Lugar,Fecha Infracción,Hora Infracción,Arma,Tipo Arma,Presun. Motiva.,Presun. Motiva. Obser,Probable Causa M.,Edad,Med. Edad,Sexo,Género,Etnia,Estado Civil,Nacionalidad,Discapacidad,Prof Reg Civ,Antecedentes,Anio_i,Mes_i,Hora,Rango Edad
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,9,GUAYAQUIL,901,-2.12069,-79.97467,-2.12069,-79.97467,URBANO,VIA PUBLICA,PUBLICO,2023-01-01,00:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,JORNALERO,SI,2023,enero,0,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,9,GUAYAQUIL,901,-2.12069,-79.97467,-2.12069,-79.97467,URBANO,VIA PUBLICA,PUBLICO,2023-01-01,00:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,3,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NO,2023,enero,0,1-5
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S02,CISNE 2,GUAYAS,9,GUAYAQUIL,901,-2.22615,-79.92311,-2.22615,-79.92311,URBANO,VIA PUBLICA,PUBLICO,2023-01-01,06:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,18,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,6,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.24438,-79.92579,-2.24438,-79.92579,URBANO,VIA PUBLICA,PUBLICO,2023-01-01,23:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,23,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAI,09D08C05S06,MONTE SINAI 6,GUAYAS,9,GUAYAQUIL,901,-2.11749,-79.99108,-2.11749,-79.99108,URBANO,CASA/VILLA,PRIVADO,2023-01-02,01:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,AFRO,CASADO,ECUADOR,NINGUNA,EMPLEADO,NO,2023,enero,1,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,UNION DE BANANEROS,09D01C02S01,UNION DE BANANEROS 1,GUAYAS,9,GUAYAQUIL,901,-2.26762,-79.87542,-2.26762,-79.87542,URBANO,VIA PUBLICA,PUBLICO,2023-01-02,04:20:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TEC.SUP.EN IFORMATIC,NO,2023,enero,4,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S02,GUASMO 2,GUAYAS,9,GUAYAQUIL,901,-2.27872,-79.88524,-2.27872,-79.88524,URBANO,VIA PUBLICA,PUBLICO,2023-01-02,19:00:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S01,FLORESTA 1,GUAYAS,9,GUAYAQUIL,901,-2.25736,-79.87458,-2.25736,-79.87458,URBANO,VIA PUBLICA,PUBLICO,2023-01-02,19:50:00,ARMA DE FUEGO,FUSIL               ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S02,GUASMO 2,GUAYAS,9,GUAYAQUIL,901,-2.27212,-79.87824,-2.27212,-79.87824,URBANO,VIA PUBLICA,PUBLICO,2023-01-03,01:40:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,1,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S01,JUAN MONTALVO 1,GUAYAS,9,GUAYAQUIL,901,-2.12817,-79.9202,-2.12817,-79.9202,URBANO,VIA PUBLICA,PUBLICO,2023-01-03,17:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,17,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CHALA,09D04C02S02,CHALA 2,GUAYAS,9,GUAYAQUIL,901,-2.20022,-79.92582,-2.20022,-79.92582,URBANO,OTROS LOCALES COMERCIALES,PRIVADO,2023-01-03,19:27:00,ARMA CONTUNDENTE,MARTILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,56,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,CHOFER PROFESIONAL,NO,2023,enero,19,54-58
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.08311,-79.98798,-2.08311,-79.98798,URBANO,CASA/VILLA,PRIVADO,2023-01-04,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,JORNALERO,SI,2023,enero,3,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.08311,-79.98798,-2.08311,-79.98798,URBANO,CASA/VILLA,PRIVADO,2023-01-04,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,14,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,3,10-14
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.08311,-79.98798,-2.08311,-79.98798,URBANO,CASA/VILLA,PRIVADO,2023-01-04,03:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,3,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S01,NUEVO GUAYAQUIL 1,GUAYAS,9,GUAYAQUIL,901,-2.12061,-79.97264,-2.12061,-79.97264,URBANO,VIA PUBLICA,PUBLICO,2023-01-04,04:00:00,ARMA DE FUEGO,FUSIL               ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,15,A,HOMBRE,MASCULINO,BLANCO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,4,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,9,GUAYAQUIL,901,-2.12139,-79.97088,-2.12139,-79.97088,URBANO,VIA PUBLICA,PUBLICO,2023-01-04,19:15:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S06,JUAN MONTALVO 6,GUAYAS,9,GUAYAQUIL,901,-2.12548,-79.92712,-2.12548,-79.92712,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,15:50:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,15,46-50
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S01,GUASMO 1,GUAYAS,9,GUAYAQUIL,901,-2.28004,-79.88057,-2.28004,-79.88057,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,16:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,16,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25752,-79.88584,-2.25752,-79.88584,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,19:05:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PUENTE LUCIA,09D07C08S01,PUENTE LUCIA 1,GUAYAS,9,GUAYAQUIL,901,-2.00426,-79.95878,-2.00426,-79.95878,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,19:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PUENTE LUCIA,09D07C08S01,PUENTE LUCIA 1,GUAYAS,9,GUAYAQUIL,901,-2.00426,-79.95878,-2.00426,-79.95878,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,19:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S01,MALVINAS SUR 1,GUAYAS,9,GUAYAQUIL,901,-2.23244,-79.90517,-2.23244,-79.90517,URBANO,VIA PUBLICA,PUBLICO,2023-01-05,21:45:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,21,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PUENTE LUCIA,09D07C08S02,PUENTE LUCIA 2,GUAYAS,9,GUAYAQUIL,901,-1.98749,-79.98404,-1.98749,-79.98404,URBANO,PANADERIA,PRIVADO,2023-01-06,05:30:00,ARMA DE FUEGO,PISTOLA             ,VIOLENCIA COMUNITARIA,DEUDAS,HERIDA POR ARMA DE FUEGO,53,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,5,50-54
ASESINATO,ZONA 8,D.M. GUAYAQUIL,MODELO,KENNEDY,09D05C06S03,KENNEDY 3,GUAYAS,9,GUAYAQUIL,901,-2.16003,-79.89557,-2.16003,-79.89557,URBANO,VIA PUBLICA,PUBLICO,2023-01-06,12:30:00,ARMA DE FUEGO,PISTOLA             ,TRANSNACIONAL,TRAFICO INTERNACIONAL DE DROGA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,CONDUCTOR,NO,2023,enero,12,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S08,FLOR DE BASTION 8,GUAYAS,9,GUAYAQUIL,901,-2.08941,-79.95909,-2.08941,-79.95909,URBANO,VIA PUBLICA,PUBLICO,2023-01-06,07:15:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,-1,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,7,mayor a 62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,MODELO,ALBORADA,09D05C04S04,ALBORADA 4,GUAYAS,9,GUAYAQUIL,901,-2.13134,-79.90675,-2.13134,-79.90675,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,01:50:00,ARMA DE FUEGO,PISTOLA             ,VIOLENCIA COMUNITARIA,DEUDAS,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,NO,2023,enero,1,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S08,FLOR DE BASTION 8,GUAYAS,9,GUAYAQUIL,901,-2.09598,-79.96019,-2.09598,-79.96019,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,19:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,15,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,19,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S08,FLOR DE BASTION 8,GUAYAS,9,GUAYAQUIL,901,-2.09598,-79.96019,-2.09598,-79.96019,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,19:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,19,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S04,PASCUALES 4,GUAYAS,9,GUAYAQUIL,901,-2.07316,-79.93952,-2.07316,-79.93952,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,12:35:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,12,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,7 LAGOS,09D01C04S02,7 LAGOS 2,GUAYAS,9,GUAYAQUIL,901,-2.24538,-79.88255,-2.24538,-79.88255,URBANO,CASA/VILLA,PRIVADO,2023-01-07,02:30:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SI,2023,enero,2,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25754,-79.8848,-2.25754,-79.8848,URBANO,CASA/VILLA,PRIVADO,2023-01-07,18:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,18,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,GUASMO,09D01C01S01,GUASMO 1,GUAYAS,9,GUAYAQUIL,901,-2.28034,-79.87888,-2.28034,-79.87888,URBANO,CASA/VILLA,PRIVADO,2023-01-07,21:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,54,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,21,50-54
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.22526,-79.91182,-2.22526,-79.91182,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,21:00:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,21,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S02,NUEVA PROSPERINA 2,GUAYAS,9,GUAYAQUIL,901,-2.1286,-79.964,-2.1286,-79.964,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,17:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,17,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S02,NUEVA PROSPERINA 2,GUAYAS,9,GUAYAQUIL,901,-2.11996,-79.95205,-2.11996,-79.95205,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,19:15:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,19,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S01,FORTIN 1,GUAYAS,9,GUAYAQUIL,901,-2.11863,-79.94943,-2.11863,-79.94943,URBANO,VIA PUBLICA,PUBLICO,2023-01-07,15:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,15,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,MUCHO LOTE,09D07C04S02,MUCHO LOTE 2,GUAYAS,9,GUAYAQUIL,901,-2.08307,-79.91596,-2.08307,-79.91596,URBANO,VIA PUBLICA,PUBLICO,2023-01-08,01:35:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,TRANS,MONTUBIO/A,SOLTERO,ECUADOR,NINGUNA,OBRERO,NO,2023,enero,1,34-38
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAISO LA FLOR,09D08C03S03,PARAISO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09603,-79.97324,-2.09603,-79.97324,URBANO,CASA/VILLA,PRIVADO,2023-01-08,01:00:00,ARMA DE FUEGO,PISTOLA             ,TERRORISMO,TERRORISMO,HERIDA POR ARMA DE FUEGO,60,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AYUDANTE,NO,2023,enero,1,58-62
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAISO LA FLOR,09D08C03S03,PARAISO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09603,-79.97324,-2.09603,-79.97324,URBANO,CASA/VILLA,PRIVADO,2023-01-08,01:00:00,ARMA DE FUEGO,PISTOLA             ,TERRORISMO,TERRORISMO,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,1,14-18
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAISO LA FLOR,09D08C03S03,PARAISO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09603,-79.97324,-2.09603,-79.97324,URBANO,CASA/VILLA,PRIVADO,2023-01-08,01:00:00,ARMA DE FUEGO,PISTOLA             ,TERRORISMO,TERRORISMO,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,1,30-34
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAISO LA FLOR,09D08C03S03,PARAISO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09603,-79.97324,-2.09603,-79.97324,URBANO,CASA/VILLA,PRIVADO,2023-01-08,01:00:00,ARMA DE FUEGO,PISTOLA             ,TERRORISMO,TERRORISMO,HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,1,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S05,JUAN MONTALVO 5,GUAYAS,9,GUAYAQUIL,901,-2.11838,-79.91989,-2.11838,-79.91989,URBANO,CASA/VILLA,PRIVADO,2023-01-08,04:30:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SI,2023,enero,4,26-30
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MAPASINGUE,09D06C06S03,MAPASINGUE 3,GUAYAS,9,GUAYAQUIL,901,-2.15158,-79.93471,-2.15158,-79.93471,URBANO,VIA PUBLICA,PUBLICO,2023-01-08,01:45:00,ARMA DE FUEGO,PISTOLA             ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SI,2023,enero,1,22-26
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,7 LAGOS,09D01C04S01,7 LAGOS 1,GUAYAS,9,GUAYAQUIL,901,-2.25601,-79.87533,-2.25601,-79.87533,URBANO,VIA PUBLICA,PUBLICO,2023-01-08,12:10:00,ARMA DE FUEGO,REVOLVER            ,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SI,2023,enero,12,18-22
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S03,FLORIDA 3,GUAYAS,9,GUAYAQUIL,901,-2.1273,-79.94945,-2.1273,-79.94945,URBANO,VIA PUBLICA,PUBLICO,2023-01-08,02:00:00,ARMA BLANCA,OTRO,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA BLANCA,43,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,EMPLEADO,SI,2023,enero,2,42-46
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25105,-79.8852,-2.25105,-79.8852,URBANO,LOCALES DE NECESIDADES BASICAS,PRIVADO,2023-01-08,13:10:00,ARMA DE FUEGO,PISTOLA             ,VIOLENCIA COMUNITARIA,DEUDAS,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,NO,2023,enero,13,18-22
